week,category,interest_score
2022-07-10,food delivery,76
2022-07-17,food delivery,77
2022-07-24,food delivery,75
2022-07-31,food delivery,75
2022-08-07,food delivery,72
2022-08-14,food delivery,70
2022-08-21,food delivery,70
2022-08-28,food delivery,69
2022-09-04,food delivery,67
2022-09-11,food delivery,67
2022-09-18,food delivery,64
2022-09-25,food delivery,67
2022-10-02,food delivery,66
2022-10-09,food delivery,63
2022-10-16,food delivery,59
2022-10-23,food delivery,63
2022-10-30,food delivery,63
2022-11-06,food delivery,63
2022-11-13,food delivery,60
2022-11-20,food delivery,64
2022-11-27,food delivery,61
2022-12-04,food delivery,64
2022-12-11,food delivery,68
2022-12-18,food delivery,73
2022-12-25,food delivery,72
2023-01-01,food delivery,69
2023-01-08,food delivery,60
2023-01-15,food delivery,60
2023-01-22,food delivery,61
2023-01-29,food delivery,64
2023-02-05,food delivery,63
2023-02-12,food delivery,62
2023-02-19,food delivery,63
2023-02-26,food delivery,63
2023-03-05,food delivery,60
2023-03-12,food delivery,61
2023-03-19,food delivery,57
2023-03-26,food delivery,59
2023-04-02,food delivery,60
2023-04-09,food delivery,53
2023-04-16,food delivery,55
2023-04-23,food delivery,58
2023-04-30,food delivery,58
2023-05-07,food delivery,56
2023-05-14,food delivery,57
2023-05-21,food delivery,57
2023-05-28,food delivery,59
2023-06-04,food delivery,57
2023-06-11,food delivery,62
2023-06-18,food delivery,61
2023-06-25,food delivery,62
2023-07-02,food delivery,62
2023-07-09,food delivery,59
2023-07-16,food delivery,57
2023-07-23,food delivery,60
2023-07-30,food delivery,58
2023-08-06,food delivery,58
2023-08-13,food delivery,54
2023-08-20,food delivery,55
2023-08-27,food delivery,51
2023-09-03,food delivery,52
2023-09-10,food delivery,50
2023-09-17,food delivery,50
2023-09-24,food delivery,49
2023-10-01,food delivery,48
2023-10-08,food delivery,49
2023-10-15,food delivery,48
2023-10-22,food delivery,49
2023-10-29,food delivery,51
2023-11-05,food delivery,54
2023-11-12,food delivery,50
2023-11-19,food delivery,47
2023-11-26,food delivery,48
2023-12-03,food delivery,53
2023-12-10,food delivery,51
2023-12-17,food delivery,56
2023-12-24,food delivery,56
2023-12-31,food delivery,56
2024-01-07,food delivery,52
2024-01-14,food delivery,51
2024-01-21,food delivery,51
2024-01-28,food delivery,48
2024-02-04,food delivery,47
2024-02-11,food delivery,49
2024-02-18,food delivery,46
2024-02-25,food delivery,49
2024-03-03,food delivery,47
2024-03-10,food delivery,49
2024-03-17,food delivery,45
2024-03-24,food delivery,44
2024-03-31,food delivery,49
2024-04-07,food delivery,44
2024-04-14,food delivery,45
2024-04-21,food delivery,45
2024-04-28,food delivery,45
2024-05-05,food delivery,44
2024-05-12,food delivery,43
2024-05-19,food delivery,44
2024-05-26,food delivery,45
2024-06-02,food delivery,45
2024-06-09,food delivery,46
2024-06-16,food delivery,45
2024-06-23,food delivery,47
2024-06-30,food delivery,47
2024-07-07,food delivery,47
2024-07-14,food delivery,43
2024-07-21,food delivery,47
2024-07-28,food delivery,48
2024-08-04,food delivery,44
2024-08-11,food delivery,42
2024-08-18,food delivery,46
2024-08-25,food delivery,44
2024-09-01,food delivery,47
2024-09-08,food delivery,38
2024-09-15,food delivery,40
2024-09-22,food delivery,43
2024-09-29,food delivery,42
2024-10-06,food delivery,42
2024-10-13,food delivery,41
2024-10-20,food delivery,39
2024-10-27,food delivery,39
2024-11-03,food delivery,38
2024-11-10,food delivery,40
2024-11-17,food delivery,41
2024-11-24,food delivery,37
2024-12-01,food delivery,42
2024-12-08,food delivery,42
2024-12-15,food delivery,43
2024-12-22,food delivery,47
2024-12-29,food delivery,51
2025-01-05,food delivery,45
2025-01-12,food delivery,43
2025-01-19,food delivery,58
2025-01-26,food delivery,49
2025-02-02,food delivery,49
2025-02-09,food delivery,49
2025-02-16,food delivery,50
2025-02-23,food delivery,47
2025-03-02,food delivery,43
2025-03-09,food delivery,39
2025-03-16,food delivery,40
2025-03-23,food delivery,43
2025-03-30,food delivery,44
2025-04-06,food delivery,42
2025-04-13,food delivery,41
2025-04-20,food delivery,46
2025-04-27,food delivery,45
2025-05-04,food delivery,43
2025-05-11,food delivery,40
2025-05-18,food delivery,39
2025-05-25,food delivery,41
2025-06-01,food delivery,44
2025-06-08,food delivery,46
2025-06-15,food delivery,51
2025-06-22,food delivery,67
2025-06-29,food delivery,49
2025-07-06,food delivery,89
2025-07-13,food delivery,79
2025-07-20,food delivery,90
2025-07-27,food delivery,84
2025-08-03,food delivery,71
2025-08-10,food delivery,61
2025-08-17,food delivery,54
2025-08-24,food delivery,53
2025-08-31,food delivery,52
2025-09-07,food delivery,49
2025-09-14,food delivery,60
2025-09-21,food delivery,70
2025-09-28,food delivery,58
2025-10-05,food delivery,54
2025-10-12,food delivery,55
2025-10-19,food delivery,55
2025-10-26,food delivery,59
2025-11-02,food delivery,59
2025-11-09,food delivery,62
2025-11-16,food delivery,56
2025-11-23,food delivery,55
2025-11-30,food delivery,61
2025-12-07,food delivery,61
2025-12-14,food delivery,60
2025-12-21,food delivery,63
2025-12-28,food delivery,65
2026-01-04,food delivery,58
2026-01-11,food delivery,52
2026-01-18,food delivery,58
2026-01-25,food delivery,66
2026-02-01,food delivery,66
2026-02-08,food delivery,69
2026-02-15,food delivery,71
2026-02-22,food delivery,84
2026-03-01,food delivery,72
2026-03-08,food delivery,59
2026-03-15,food delivery,61
2026-03-22,food delivery,61
2026-03-29,food delivery,62
2026-04-05,food delivery,65
2026-04-12,food delivery,62
2026-04-19,food delivery,61
2026-04-26,food delivery,58
2026-05-03,food delivery,62
2026-05-10,food delivery,63
2026-05-17,food delivery,65
2026-05-24,food delivery,63
2026-05-31,food delivery,66
2026-06-07,food delivery,69
2026-06-14,food delivery,68
2026-06-21,food delivery,66
2026-06-28,food delivery,66
2026-07-05,food delivery,64
2026-07-12,food delivery,55
2026-07-19,food delivery,55
2026-07-26,food delivery,54
2026-08-02,food delivery,53
2026-08-09,food delivery,52
2026-08-16,food delivery,49
2026-08-23,food delivery,45
2026-08-30,food delivery,46
2026-09-06,food delivery,50
2021-09-05,organic food,7
2021-09-12,organic food,8
2021-09-19,organic food,7
2021-09-26,organic food,8
2021-10-03,organic food,7
2021-10-10,organic food,8
2021-10-17,organic food,7
2021-10-24,organic food,7
2021-10-31,organic food,7
2021-11-07,organic food,9
2021-11-14,organic food,7
2021-11-21,organic food,6
2021-11-28,organic food,7
2021-12-05,organic food,7
2021-12-12,organic food,7
2021-12-19,organic food,6
2021-12-26,organic food,6
2022-01-02,organic food,7
2022-01-09,organic food,8
2022-01-16,organic food,7
2022-01-23,organic food,9
2022-01-30,organic food,8
2022-02-06,organic food,9
2022-02-13,organic food,8
2022-02-20,organic food,9
2022-02-27,organic food,9
2022-03-06,organic food,8
2022-03-13,organic food,8
2022-03-20,organic food,9
2022-03-27,organic food,10
2022-04-03,organic food,10
2022-04-10,organic food,9
2022-04-17,organic food,10
2022-04-24,organic food,11
2022-05-01,organic food,10
2022-05-08,organic food,10
2022-05-15,organic food,9
2022-05-22,organic food,8
2022-05-29,organic food,8
2022-06-05,organic food,8
2022-06-12,organic food,7
2022-06-19,organic food,7
2022-06-26,organic food,7
2022-07-03,organic food,7
2022-07-10,organic food,7
2022-07-17,organic food,7
2022-07-24,organic food,7
2022-07-31,organic food,6
2022-08-07,organic food,7
2022-08-14,organic food,7
2022-08-21,organic food,8
2022-08-28,organic food,7
2022-09-04,organic food,8
2022-09-11,organic food,8
2022-09-18,organic food,8
2022-09-25,organic food,8
2022-10-02,organic food,8
2022-10-09,organic food,8
2022-10-16,organic food,8
2022-10-23,organic food,8
2022-10-30,organic food,8
2022-11-06,organic food,7
2022-11-13,organic food,8
2022-11-20,organic food,6
2022-11-27,organic food,8
2022-12-04,organic food,9
2022-12-11,organic food,8
2022-12-18,organic food,6
2022-12-25,organic food,6
2023-01-01,organic food,7
2023-01-08,organic food,8
2023-01-15,organic food,8
2023-01-22,organic food,9
2023-01-29,organic food,9
2023-02-05,organic food,10
2023-02-12,organic food,9
2023-02-19,organic food,9
2023-02-26,organic food,10
2023-03-05,organic food,9
2023-03-12,organic food,8
2023-03-19,organic food,9
2023-03-26,organic food,9
2023-04-02,organic food,8
2023-04-09,organic food,9
2023-04-16,organic food,9
2023-04-23,organic food,9
2023-04-30,organic food,9
2023-05-07,organic food,9
2023-05-14,organic food,9
2023-05-21,organic food,8
2023-05-28,organic food,7
2023-06-04,organic food,7
2023-06-11,organic food,7
2023-06-18,organic food,7
2023-06-25,organic food,7
2023-07-02,organic food,7
2023-07-09,organic food,7
2023-07-16,organic food,7
2023-07-23,organic food,7
2023-07-30,organic food,7
2023-08-06,organic food,7
2023-08-13,organic food,7
2023-08-20,organic food,7
2023-08-27,organic food,8
2023-09-03,organic food,8
2023-09-10,organic food,9
2023-09-17,organic food,9
2023-09-24,organic food,9
2023-10-01,organic food,9
2023-10-08,organic food,8
2023-10-15,organic food,9
2023-10-22,organic food,8
2023-10-29,organic food,9
2023-11-05,organic food,8
2023-11-12,organic food,9
2023-11-19,organic food,6
2023-11-26,organic food,8
2023-12-03,organic food,9
2023-12-10,organic food,8
2023-12-17,organic food,7
2023-12-24,organic food,5
2023-12-31,organic food,8
2024-01-07,organic food,9
2024-01-14,organic food,9
2024-01-21,organic food,10
2024-01-28,organic food,11
2024-02-04,organic food,10
2024-02-11,organic food,10
2024-02-18,organic food,9
2024-02-25,organic food,12
2024-03-03,organic food,10
2024-03-10,organic food,9
2024-03-17,organic food,10
2024-03-24,organic food,9
2024-03-31,organic food,11
2024-04-07,organic food,10
2024-04-14,organic food,10
2024-04-21,organic food,10
2024-04-28,organic food,11
2024-05-05,organic food,9
2024-05-12,organic food,9
2024-05-19,organic food,8
2024-05-26,organic food,8
2024-06-02,organic food,8
2024-06-09,organic food,8
2024-06-16,organic food,7
2024-06-23,organic food,7
2024-06-30,organic food,8
2024-07-07,organic food,7
2024-07-14,organic food,6
2024-07-21,organic food,7
2024-07-28,organic food,8
2024-08-04,organic food,6
2024-08-11,organic food,6
2024-08-18,organic food,8
2024-08-25,organic food,9
2024-09-01,organic food,9
2024-09-08,organic food,9
2024-09-15,organic food,19
2024-09-22,organic food,9
2024-09-29,organic food,10
2024-10-06,organic food,9
2024-10-13,organic food,8
2024-10-20,organic food,9
2024-10-27,organic food,9
2024-11-03,organic food,8
2024-11-10,organic food,10
2024-11-17,organic food,11
2024-11-24,organic food,9
2024-12-01,organic food,9
2024-12-08,organic food,9
2024-12-15,organic food,8
2024-12-22,organic food,6
2024-12-29,organic food,8
2025-01-05,organic food,8
2025-01-12,organic food,10
2025-01-19,organic food,9
2025-01-26,organic food,11
2025-02-02,organic food,10
2025-02-09,organic food,10
2025-02-16,organic food,10
2025-02-23,organic food,11
2025-03-02,organic food,11
2025-03-09,organic food,10
2025-03-16,organic food,9
2025-03-23,organic food,10
2025-03-30,organic food,10
2025-04-06,organic food,10
2025-04-13,organic food,10
2025-04-20,organic food,10
2025-04-27,organic food,12
2025-05-04,organic food,10
2025-05-11,organic food,10
2025-05-18,organic food,8
2025-05-25,organic food,8
2025-06-01,organic food,8
2025-06-08,organic food,9
2025-06-15,organic food,8
2025-06-22,organic food,8
2025-06-29,organic food,7
2025-07-06,organic food,9
2025-07-13,organic food,9
2025-07-20,organic food,10
2025-07-27,organic food,11
2025-08-03,organic food,8
2025-08-10,organic food,8
2025-08-17,organic food,8
2025-08-24,organic food,9
2025-08-31,organic food,9
2025-09-07,organic food,9
2025-09-14,organic food,10
2025-09-21,organic food,11
2025-09-28,organic food,10
2025-10-05,organic food,10
2025-10-12,organic food,9
2025-10-19,organic food,10
2025-10-26,organic food,10
2025-11-02,organic food,12
2025-11-09,organic food,12
2025-11-16,organic food,11
2025-11-23,organic food,9
2025-11-30,organic food,12
2025-12-07,organic food,11
2025-12-14,organic food,10
2025-12-21,organic food,7
2025-12-28,organic food,10
2026-01-04,organic food,11
2026-01-11,organic food,12
2026-01-18,organic food,11
2026-01-25,organic food,13
2026-02-01,organic food,14
2026-02-08,organic food,14
2026-02-15,organic food,15
2026-02-22,organic food,16
2026-03-01,organic food,16
2026-03-08,organic food,14
2026-03-15,organic food,17
2026-03-22,organic food,29
2026-03-29,organic food,67
2026-04-05,organic food,94
2026-04-12,organic food,100
2026-04-19,organic food,68
2026-04-26,organic food,49
2026-05-03,organic food,46
2026-05-10,organic food,68
2026-05-17,organic food,67
2026-05-24,organic food,39
2026-05-31,organic food,40
2026-06-07,organic food,50
2026-06-14,organic food,41
2026-06-21,organic food,37
2026-06-28,organic food,21
2026-07-05,organic food,20
2026-07-12,organic food,16
2026-07-19,organic food,12
2026-07-26,organic food,10
2026-08-02,organic food,9
2026-08-09,organic food,9
2026-08-16,organic food,9
2026-08-23,organic food,8
2026-08-30,organic food,9
2026-09-06,organic food,7
2021-09-05,snack,31
2021-09-12,snack,31
2021-09-19,snack,30
2021-09-26,snack,30
2021-10-03,snack,30
2021-10-10,snack,31
2021-10-17,snack,31
2021-10-24,snack,32
2021-10-31,snack,29
2021-11-07,snack,31
2021-11-14,snack,32
2021-11-21,snack,26
2021-11-28,snack,31
2021-12-05,snack,34
2021-12-12,snack,33
2021-12-19,snack,30
2021-12-26,snack,27
2022-01-02,snack,34
2022-01-09,snack,35
2022-01-16,snack,32
2022-01-23,snack,35
2022-01-30,snack,36
2022-02-06,snack,45
2022-02-13,snack,38
2022-02-20,snack,35
2022-02-27,snack,38
2022-03-06,snack,35
2022-03-13,snack,33
2022-03-20,snack,35
2022-03-27,snack,36
2022-04-03,snack,41
2022-04-10,snack,38
2022-04-17,snack,37
2022-04-24,snack,38
2022-05-01,snack,37
2022-05-08,snack,35
2022-05-15,snack,35
2022-05-22,snack,35
2022-05-29,snack,34
2022-06-05,snack,34
2022-06-12,snack,33
2022-06-19,snack,35
2022-06-26,snack,35
2022-07-03,snack,35
2022-07-10,snack,36
2022-07-17,snack,35
2022-07-24,snack,35
2022-07-31,snack,36
2022-08-07,snack,37
2022-08-14,snack,38
2022-08-21,snack,38
2022-08-28,snack,41
2022-09-04,snack,38
2022-09-11,snack,38
2022-09-18,snack,37
2022-09-25,snack,34
2022-10-02,snack,36
2022-10-09,snack,36
2022-10-16,snack,35
2022-10-23,snack,38
2022-10-30,snack,34
2022-11-06,snack,33
2022-11-13,snack,33
2022-11-20,snack,29
2022-11-27,snack,35
2022-12-04,snack,42
2022-12-11,snack,41
2022-12-18,snack,36
2022-12-25,snack,31
2023-01-01,snack,34
2023-01-08,snack,36
2023-01-15,snack,37
2023-01-22,snack,40
2023-01-29,snack,39
2023-02-05,snack,44
2023-02-12,snack,37
2023-02-19,snack,37
2023-02-26,snack,38
2023-03-05,snack,36
2023-03-12,snack,38
2023-03-19,snack,39
2023-03-26,snack,38
2023-04-02,snack,35
2023-04-09,snack,35
2023-04-16,snack,38
2023-04-23,snack,38
2023-04-30,snack,39
2023-05-07,snack,38
2023-05-14,snack,36
2023-05-21,snack,37
2023-05-28,snack,34
2023-06-04,snack,37
2023-06-11,snack,36
2023-06-18,snack,36
2023-06-25,snack,36
2023-07-02,snack,38
2023-07-09,snack,38
2023-07-16,snack,37
2023-07-23,snack,37
2023-07-30,snack,36
2023-08-06,snack,39
2023-08-13,snack,39
2023-08-20,snack,38
2023-08-27,snack,37
2023-09-03,snack,38
2023-09-10,snack,38
2023-09-17,snack,37
2023-09-24,snack,38
2023-10-01,snack,37
2023-10-08,snack,35
2023-10-15,snack,37
2023-10-22,snack,37
2023-10-29,snack,35
2023-11-05,snack,38
2023-11-12,snack,37
2023-11-19,snack,32
2023-11-26,snack,37
2023-12-03,snack,47
2023-12-10,snack,45
2023-12-17,snack,40
2023-12-24,snack,31
2023-12-31,snack,38
2024-01-07,snack,40
2024-01-14,snack,37
2024-01-21,snack,42
2024-01-28,snack,42
2024-02-04,snack,43
2024-02-11,snack,39
2024-02-18,snack,40
2024-02-25,snack,39
2024-03-03,snack,42
2024-03-10,snack,42
2024-03-17,snack,43
2024-03-24,snack,39
2024-03-31,snack,44
2024-04-07,snack,42
2024-04-14,snack,41
2024-04-21,snack,43
2024-04-28,snack,39
2024-05-05,snack,42
2024-05-12,snack,37
2024-05-19,snack,40
2024-05-26,snack,38
2024-06-02,snack,39
2024-06-09,snack,39
2024-06-16,snack,37
2024-06-23,snack,38
2024-06-30,snack,41
2024-07-07,snack,40
2024-07-14,snack,38
2024-07-21,snack,42
2024-07-28,snack,39
2024-08-04,snack,40
2024-08-11,snack,41
2024-08-18,snack,41
2024-08-25,snack,41
2024-09-01,snack,43
2024-09-08,snack,45
2024-09-15,snack,44
2024-09-22,snack,46
2024-09-29,snack,40
2024-10-06,snack,39
2024-10-13,snack,39
2024-10-20,snack,42
2024-10-27,snack,42
2024-11-03,snack,38
2024-11-10,snack,43
2024-11-17,snack,41
2024-11-24,snack,38
2024-12-01,snack,59
2024-12-08,snack,52
2024-12-15,snack,73
2024-12-22,snack,36
2024-12-29,snack,44
2025-01-05,snack,46
2025-01-12,snack,45
2025-01-19,snack,42
2025-01-26,snack,46
2025-02-02,snack,47
2025-02-09,snack,45
2025-02-16,snack,45
2025-02-23,snack,49
2025-03-02,snack,49
2025-03-09,snack,46
2025-03-16,snack,45
2025-03-23,snack,44
2025-03-30,snack,45
2025-04-06,snack,47
2025-04-13,snack,47
2025-04-20,snack,44
2025-04-27,snack,53
2025-05-04,snack,46
2025-05-11,snack,45
2025-05-18,snack,45
2025-05-25,snack,44
2025-06-01,snack,63
2025-06-08,snack,52
2025-06-15,snack,50
2025-06-22,snack,49
2025-06-29,snack,48
2025-07-06,snack,100
2025-07-13,snack,73
2025-07-20,snack,64
2025-07-27,snack,61
2025-08-03,snack,56
2025-08-10,snack,53
2025-08-17,snack,51
2025-08-24,snack,50
2025-08-31,snack,52
2025-09-07,snack,47
2025-09-14,snack,49
2025-09-21,snack,51
2025-09-28,snack,48
2025-10-05,snack,50
2025-10-12,snack,50
2025-10-19,snack,50
2025-10-26,snack,47
2025-11-02,snack,49
2025-11-09,snack,49
2025-11-16,snack,50
2025-11-23,snack,44
2025-11-30,snack,52
2025-12-07,snack,56
2025-12-14,snack,54
2025-12-21,snack,43
2025-12-28,snack,49
2026-01-04,snack,55
2026-01-11,snack,57
2026-01-18,snack,58
2026-01-25,snack,55
2026-02-01,snack,66
2026-02-08,snack,65
2026-02-15,snack,61
2026-02-22,snack,59
2026-03-01,snack,57
2026-03-08,snack,57
2026-03-15,snack,57
2026-03-22,snack,62
2026-03-29,snack,78
2026-04-05,snack,88
2026-04-12,snack,95
2026-04-19,snack,83
2026-04-26,snack,74
2026-05-03,snack,80
2026-05-10,snack,86
2026-05-17,snack,81
2026-05-24,snack,69
2026-05-31,snack,67
2026-06-07,snack,80
2026-06-14,snack,78
2026-06-21,snack,70
2026-06-28,snack,68
2026-07-05,snack,62
2026-07-12,snack,58
2026-07-19,snack,59
2026-07-26,snack,55
2026-08-02,snack,57
2026-08-09,snack,59
2026-08-16,snack,57
2026-08-23,snack,66
2026-08-30,snack,55
2026-09-06,snack,62
